model,task,auprc_mean,auroc_mean,accuracy_mean,precision_mean,recall_mean,f1_mean,confusion_matrix,confusion_matrix_labels
surgvlp,instrument,0.8369674618519621,0.640531235905374,0.8502680732520437,0.8173838384138291,0.8502680732520437,0.8330780100425408,"[[   0    0    0    0    0    0    0   31    0    0    1    0]
 [   0    2    0    0    1    0    0   19    0    0    1    0]
 [   2    0    0    0    0    0    2   59    1    1    0    0]
 [   0    1    0    1    0    1    1   30    0    1    0    0]
 [   0    2    0    0    1    0    1   34    0    0    0    0]
 [   0    0    0    1    0    1    0   31    0    0    0    0]
 [   0    0    1    0    1    0    5   28    0    1    1    0]
 [  24    9   38   15   15   21   27 3433   10   31    8   13]
 [   0    0    1    0    0    0    1   18    1    0    0    0]
 [   0    0    1    0    0    0    0   65    0    2    0    1]
 [   2    0    1    0    0    0    1   26    1    0    1    0]
 [   0    0    0    0    0    0    0   24    0    1    0    0]]","[np.str_('7_fourth_arm_tenaculum_stitch'), np.str_('9_suture_suction_prograsp_perforator'), np.str_('1_electrocautery_energy_devices_device'), np.str_('4_sucker_instrument_right_hand'), np.str_('2_needle_needles_sutures_clips'), np.str_('5_stitch_thinpoint_vicyl_chromic'), np.str_('3_scissors_driver_scissor_needle'), np.str_('None'), np.str_('10_clip_foley_clips_weck'), np.str_('0_left_hand_camera_arm'), np.str_('6_4th_arm__'), np.str_('8_retractor_locking_liver_alice')]"
surgvlp,action,0.34466938822818305,0.5880641370455467,0.3578435535926618,0.32981444191267767,0.3578435535926618,0.342117617279306,"[[2 0 0 ... 1 0 1]
 [0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 0 4 0]
 [1 0 0 ... 0 1 1]]","[np.str_('8_grab_swipe_scoop_lower'), np.str_('32_sure_make_know_check'), np.str_('21_find_care_connect_identify'), np.str_('31_pull_pulling_neutral_closing'), np.str_('20_in_ahead_inside_get'), np.str_('3_buzz_buzzing_not_frindge'), np.str_('6_higher_slow_go_below'), np.str_('35_stick_get_not_defat'), np.str_('27_release_clip_releasing_sneak'), np.str_('29_work_zoom_working_focused'), np.str_('7_open_see_apply_completely'), np.str_('37_put_drain_cover_snip'), np.str_('34_move_wrist_smaller_hand'), np.str_('38_show_expose_present_define'), np.str_('16_going_keep_continue_following'), np.str_('None'), np.str_('1_pull_grab_drop_regrab'), np.str_('17_go_along_anchor_change'), np.str_('0_sweep_shorter_buzz_sweeping'), np.str_('10_stop_wait_short_'), np.str_('4_take_watch_do_it'), np.str_('24_lift_hold_advance_up'), np.str_('2_back_travel_bit_little'), np.str_('36_look_control_inspect_examine'), np.str_('25_adjust_pinch_fix_readjust'), np.str_('18_stay_right_keep_remain'), np.str_('15_through_don_do_strangulate'), np.str_('19_closer_close_let_come'), np.str_('14_off_leave_out_right'), np.str_('30_tie_break_hook_tuck'), np.str_('23_push_pull_more_tight'), np.str_('26_clean_follow_burn_coagulate'), np.str_('9_cut_cutting_cold_scrape'), np.str_('22_cinch_down_slide_over'), np.str_('33_retract_switch_bring_down'), np.str_('11_open_up_press_spread'), np.str_('5_side_lateral_the_other'), np.str_('28_start_run_top_from'), np.str_('12_turn_rotate_flip_round'), np.str_('13_careful_be_rip_gentle')]"
surgvlp,tissue,0.7884451182656861,0.6764249701555923,0.8006931282333012,0.7682241130102128,0.8006931282333012,0.7820460838597694,"[[   7    0    1    1    0   75    1    0    0    0    0    0    0    0
     0]
 [   1    3    0    2    0   28    0    0    0    0    3    0    0    0
     0]
 [   0    1    0    0    0   19    0    0    1    0    0    0    0    1
     1]
 [   1    1    0    2    0   21    0    0    0    0    0    0    0    0
     0]
 [   0    0    0    1    1   23    0    0    0    0    0    0    0    0
     0]
 [  39   22   11   13   14 3208   22   13   25   16   15   22   21   43
    21]
 [   0    0    0    0    0   29    2    0    1    0    0    1    0    0
     0]
 [   0    0    0    0    0   19    0    0    0    0    0    0    2    0
     0]
 [   0    0    0    0    0   29    0    0    4    0    0    0    0    0
     0]
 [   2    0    0    0    0   21    0    0    0    2    0    0    0    0
     0]
 [   0    0    1    0    0   25    0    0    0    0    3    0    0    0
     0]
 [   0    0    0    0    0   35    2    0    1    0    0    3    0    0
     1]
 [   0    1    0    0    0   41    0    2    0    0    0    1    4    0
     0]
 [   0    0    0    0    0   71    0    0    0    0    0    0    0    2
     1]
 [   1    0    1    0    0   37    1    0    0    0    0    1    1    0
     1]]","[np.str_('6_prostate_side_apex_apical'), np.str_('5_bladder_catheter_on_needle'), np.str_('13_posterior_urethra_bladder_neck'), np.str_('12_fat_fascia_abdominal_endopelvic'), np.str_('11_mucosa_mucosal_inner_edge'), np.str_('None'), np.str_('8_seminal_vesicles_vesicle_medial'), np.str_('14_artery_cava_sac_iliac'), np.str_('7_muscle_fibers_detrusor_capsule'), np.str_('10_structure_lateral_anterior_median'), np.str_('9_urethra_dvc_edge_'), np.str_('4_vessel_vessels_thicker_nerves'), np.str_('2_ureter_gonadal_upper_gondal'), np.str_('0_vein_veins_complex_dorsal'), np.str_('3_tissue_adrenal_gland_node')]"
hecvl,instrument,0.8340917311037414,0.6359305654871601,0.8492788966525093,0.8152833817695957,0.8492788966525093,0.8315589353115334,"[[   0    0    0    0    0    0    0   32    0    0    0    0]
 [   0    1    0    0    0    0    0   21    0    0    1    0]
 [   0    0    0    0    0    0    2   57    1    4    0    1]
 [   0    1    0    1    0    1    1   31    0    0    0    0]
 [   0    1    0    1    1    1    1   33    0    0    0    0]
 [   0    1    0    1    0    0    0   31    0    0    0    0]
 [   0    0    1    0    1    0    4   29    0    1    1    0]
 [  18   11   36   20   14   18   20 3432   11   38   17    9]
 [   0    0    1    0    0    0    0   20    0    0    0    0]
 [   0    0    1    0    0    0    0   65    0    3    0    0]
 [   1    0    1    0    0    0    0   29    0    1    0    0]
 [   0    0    0    0    0    0    1   23    0    0    0    1]]","[np.str_('7_fourth_arm_tenaculum_stitch'), np.str_('9_suture_suction_prograsp_perforator'), np.str_('1_electrocautery_energy_devices_device'), np.str_('4_sucker_instrument_right_hand'), np.str_('2_needle_needles_sutures_clips'), np.str_('5_stitch_thinpoint_vicyl_chromic'), np.str_('3_scissors_driver_scissor_needle'), np.str_('None'), np.str_('10_clip_foley_clips_weck'), np.str_('0_left_hand_camera_arm'), np.str_('6_4th_arm__'), np.str_('8_retractor_locking_liver_alice')]"
hecvl,action,0.34705436988033755,0.5850962678964313,0.3718730536209728,0.33190640961735457,0.3718730536209728,0.3493844464446855,"[[4 0 0 ... 1 1 0]
 [0 0 0 ... 2 0 0]
 [1 1 1 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [2 0 0 ... 0 3 0]
 [2 0 0 ... 1 0 1]]","[np.str_('8_grab_swipe_scoop_lower'), np.str_('32_sure_make_know_check'), np.str_('21_find_care_connect_identify'), np.str_('31_pull_pulling_neutral_closing'), np.str_('20_in_ahead_inside_get'), np.str_('3_buzz_buzzing_not_frindge'), np.str_('6_higher_slow_go_below'), np.str_('35_stick_get_not_defat'), np.str_('27_release_clip_releasing_sneak'), np.str_('29_work_zoom_working_focused'), np.str_('7_open_see_apply_completely'), np.str_('37_put_drain_cover_snip'), np.str_('34_move_wrist_smaller_hand'), np.str_('38_show_expose_present_define'), np.str_('16_going_keep_continue_following'), np.str_('None'), np.str_('1_pull_grab_drop_regrab'), np.str_('17_go_along_anchor_change'), np.str_('0_sweep_shorter_buzz_sweeping'), np.str_('10_stop_wait_short_'), np.str_('4_take_watch_do_it'), np.str_('24_lift_hold_advance_up'), np.str_('2_back_travel_bit_little'), np.str_('36_look_control_inspect_examine'), np.str_('25_adjust_pinch_fix_readjust'), np.str_('18_stay_right_keep_remain'), np.str_('15_through_don_do_strangulate'), np.str_('19_closer_close_let_come'), np.str_('14_off_leave_out_right'), np.str_('30_tie_break_hook_tuck'), np.str_('23_push_pull_more_tight'), np.str_('26_clean_follow_burn_coagulate'), np.str_('9_cut_cutting_cold_scrape'), np.str_('22_cinch_down_slide_over'), np.str_('33_retract_switch_bring_down'), np.str_('11_open_up_press_spread'), np.str_('5_side_lateral_the_other'), np.str_('28_start_run_top_from'), np.str_('12_turn_rotate_flip_round'), np.str_('13_careful_be_rip_gentle')]"
hecvl,tissue,0.7919575738968189,0.6790013298505958,0.8066169177005602,0.7673702386311791,0.8066169177005602,0.7843258328681243,"[[   8    1    0    0    0   74    2    0    0    0    0    0    0    0
     0]
 [   0    3    1    1    1   28    0    0    0    0    1    0    1    1
     0]
 [   0    1    0    0    0   19    0    0    1    0    2    0    0    0
     0]
 [   1    0    0    1    0   22    0    0    0    0    0    1    0    0
     0]
 [   0    0    0    0    1   24    0    0    0    0    0    0    0    0
     0]
 [  54   17   12    8   14 3239   26    9   22   13   14   21    9   34
    13]
 [   0    0    0    0    0   28    0    0    1    1    0    1    0    0
     2]
 [   0    0    0    0    0   18    0    0    0    0    0    0    3    0
     0]
 [   1    0    1    0    0   26    1    0    4    0    0    0    0    0
     0]
 [   1    0    0    0    0   24    0    0    0    0    0    0    0    0
     0]
 [   0    1    1    0    0   27    0    0    0    0    0    0    0    0
     0]
 [   0    0    0    0    0   36    2    0    0    0    0    4    0    0
     0]
 [   0    0    0    0    0   44    0    1    1    0    0    0    3    0
     0]
 [   0    1    0    0    0   70    0    0    0    0    0    1    0    2
     0]
 [   1    0    1    0    0   37    1    0    0    1    0    0    0    1
     1]]","[np.str_('6_prostate_side_apex_apical'), np.str_('5_bladder_catheter_on_needle'), np.str_('13_posterior_urethra_bladder_neck'), np.str_('12_fat_fascia_abdominal_endopelvic'), np.str_('11_mucosa_mucosal_inner_edge'), np.str_('None'), np.str_('8_seminal_vesicles_vesicle_medial'), np.str_('14_artery_cava_sac_iliac'), np.str_('7_muscle_fibers_detrusor_capsule'), np.str_('10_structure_lateral_anterior_median'), np.str_('9_urethra_dvc_edge_'), np.str_('4_vessel_vessels_thicker_nerves'), np.str_('2_ureter_gonadal_upper_gondal'), np.str_('0_vein_veins_complex_dorsal'), np.str_('3_tissue_adrenal_gland_node')]"
peskavlp,instrument,0.8363147659415077,0.6255901052103158,0.849283463488149,0.8168934223415775,0.849283463488149,0.8318305571291402,"[[   0    0    0    0    0    0    0   32    0    0    0    0]
 [   0    1    1    0    0    0    0   21    0    0    0    0]
 [   0    0    0    0    0    0    1   61    1    2    0    0]
 [   0    1    0    1    0    1    1   30    0    0    0    1]
 [   0    0    0    0    1    0    2   35    0    0    0    0]
 [   0    0    0    1    0    2    0   29    0    1    0    0]
 [   0    0    1    1    0    0    4   30    1    0    0    0]
 [  20   15   39   20    9   20   12 3429   15   27   21   17]
 [   0    0    1    0    0    0    0   19    0    0    0    1]
 [   0    0    0    0    0    0    0   64    1    3    0    1]
 [   1    1    0    0    0    0    1   29    0    0    0    0]
 [   0    0    1    0    0    0    0   22    0    0    0    2]]","[np.str_('7_fourth_arm_tenaculum_stitch'), np.str_('9_suture_suction_prograsp_perforator'), np.str_('1_electrocautery_energy_devices_device'), np.str_('4_sucker_instrument_right_hand'), np.str_('2_needle_needles_sutures_clips'), np.str_('5_stitch_thinpoint_vicyl_chromic'), np.str_('3_scissors_driver_scissor_needle'), np.str_('None'), np.str_('10_clip_foley_clips_weck'), np.str_('0_left_hand_camera_arm'), np.str_('6_4th_arm__'), np.str_('8_retractor_locking_liver_alice')]"
peskavlp,action,0.3455773614694657,0.5727399060920731,0.38948927014325346,0.3350790643187365,0.38948927014325346,0.35860118959761506,"[[1 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 3 0]
 [1 0 0 ... 0 0 0]]","[np.str_('8_grab_swipe_scoop_lower'), np.str_('32_sure_make_know_check'), np.str_('21_find_care_connect_identify'), np.str_('31_pull_pulling_neutral_closing'), np.str_('20_in_ahead_inside_get'), np.str_('3_buzz_buzzing_not_frindge'), np.str_('6_higher_slow_go_below'), np.str_('35_stick_get_not_defat'), np.str_('27_release_clip_releasing_sneak'), np.str_('29_work_zoom_working_focused'), np.str_('7_open_see_apply_completely'), np.str_('37_put_drain_cover_snip'), np.str_('34_move_wrist_smaller_hand'), np.str_('38_show_expose_present_define'), np.str_('16_going_keep_continue_following'), np.str_('None'), np.str_('1_pull_grab_drop_regrab'), np.str_('17_go_along_anchor_change'), np.str_('0_sweep_shorter_buzz_sweeping'), np.str_('10_stop_wait_short_'), np.str_('4_take_watch_do_it'), np.str_('24_lift_hold_advance_up'), np.str_('2_back_travel_bit_little'), np.str_('36_look_control_inspect_examine'), np.str_('25_adjust_pinch_fix_readjust'), np.str_('18_stay_right_keep_remain'), np.str_('15_through_don_do_strangulate'), np.str_('19_closer_close_let_come'), np.str_('14_off_leave_out_right'), np.str_('30_tie_break_hook_tuck'), np.str_('23_push_pull_more_tight'), np.str_('26_clean_follow_burn_coagulate'), np.str_('9_cut_cutting_cold_scrape'), np.str_('22_cinch_down_slide_over'), np.str_('33_retract_switch_bring_down'), np.str_('11_open_up_press_spread'), np.str_('5_side_lateral_the_other'), np.str_('28_start_run_top_from'), np.str_('12_turn_rotate_flip_round'), np.str_('13_careful_be_rip_gentle')]"
peskavlp,tissue,0.7920391593989506,0.6789789778205225,0.8066211906178943,0.7669588087159169,0.8066211906178943,0.785507622330688,"[[   7    0    0    1    0   74    1    0    1    0    1    0    0    0
     0]
 [   1    0    1    1    0   31    0    0    0    0    1    0    0    1
     1]
 [   0    0    0    0    0   17    1    1    0    0    2    1    0    0
     1]
 [   1    0    0    2    0   22    0    0    0    0    0    0    0    0
     0]
 [   0    0    0    0    2   23    0    0    0    0    0    0    0    0
     0]
 [  39    9    7   12   17 3228   13   15   11   14   19   23   37   34
    27]
 [   1    0    0    0    0   29    0    0    1    1    0    1    0    0
     0]
 [   0    0    0    0    0   17    0    0    0    0    0    0    4    0
     0]
 [   1    0    0    0    0   29    1    0    2    0    0    0    0    0
     0]
 [   1    0    0    0    0   20    0    0    1    3    0    0    0    0
     0]
 [   0    0    1    0    0   23    0    0    0    0    4    0    0    1
     0]
 [   0    0    0    0    0   38    0    0    0    0    0    4    0    0
     0]
 [   0    0    0    0    0   39    0    1    0    0    0    0    9    0
     0]
 [   0    0    0    0    0   72    0    0    0    0    0    0    0    2
     0]
 [   0    0    1    0    0   39    0    0    0    0    0    0    0    0
     3]]","[np.str_('6_prostate_side_apex_apical'), np.str_('5_bladder_catheter_on_needle'), np.str_('13_posterior_urethra_bladder_neck'), np.str_('12_fat_fascia_abdominal_endopelvic'), np.str_('11_mucosa_mucosal_inner_edge'), np.str_('None'), np.str_('8_seminal_vesicles_vesicle_medial'), np.str_('14_artery_cava_sac_iliac'), np.str_('7_muscle_fibers_detrusor_capsule'), np.str_('10_structure_lateral_anterior_median'), np.str_('9_urethra_dvc_edge_'), np.str_('4_vessel_vessels_thicker_nerves'), np.str_('2_ureter_gonadal_upper_gondal'), np.str_('0_vein_veins_complex_dorsal'), np.str_('3_tissue_adrenal_gland_node')]"
